Type, ID, Coordinates
TH30,0,498016,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 0.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 0.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,533224,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 17000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,533226,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 17000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,533228,Line(StartPoint = Point(X = 16500.000, Y = 5000.000, Z = 17000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 17000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,533230,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 17000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,533488,Line(StartPoint = Point(X = 33500.000, Y = 5000.000, Z = 20000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 20000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,533490,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 20000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,533492,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 20000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,533494,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 20000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,533496,Line(StartPoint = Point(X = 13500.000, Y = 5000.000, Z = 20000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 20000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,533498,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 20000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,533756,Line(StartPoint = Point(X = 36500.000, Y = 5000.000, Z = 23000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 23000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,533758,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 23000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,533760,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 23000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,533762,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 23000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,533764,Line(StartPoint = Point(X = 16500.000, Y = 5000.000, Z = 23000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 23000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,533766,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 23000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,534024,Line(StartPoint = Point(X = 36500.000, Y = 5000.000, Z = 26000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 26000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,534026,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 26000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,534028,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 26000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,534030,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 26000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,534032,Line(StartPoint = Point(X = 16500.000, Y = 5000.000, Z = 26000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 26000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,534034,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 26000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,534292,Line(StartPoint = Point(X = 33500.000, Y = 5000.000, Z = 29000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 29000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,534294,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 29000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,534296,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 29000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,534298,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 29000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,534300,Line(StartPoint = Point(X = 13500.000, Y = 5000.000, Z = 29000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 29000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,534302,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 29000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,534560,Line(StartPoint = Point(X = 36500.000, Y = 5000.000, Z = 32000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 32000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,534562,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 32000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,534564,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 32000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,534566,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 32000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,534568,Line(StartPoint = Point(X = 16500.000, Y = 5000.000, Z = 32000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 32000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,534570,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 32000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,534828,Line(StartPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,534830,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,534832,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,534834,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,534836,Line(StartPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,534838,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,535096,Line(StartPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,535098,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,535100,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,535102,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,535104,Line(StartPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,535106,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,535364,Line(StartPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,535366,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,535368,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,535370,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,535372,Line(StartPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,535374,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,535632,Line(StartPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,535634,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,535636,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,535638,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,535640,Line(StartPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,535642,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,535900,Line(StartPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,535902,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,535904,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,535906,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,535908,Line(StartPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,535910,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,536168,Line(StartPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,536170,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,536172,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,536174,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,536176,Line(StartPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,536178,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,536436,Line(StartPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,536438,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,536440,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,536442,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,536444,Line(StartPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,536446,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,536704,Line(StartPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,536706,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,536708,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,536710,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,536712,Line(StartPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,536714,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,536972,Line(StartPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,536974,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,536976,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,536978,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,536980,Line(StartPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,536982,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,537240,Line(StartPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,537242,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,537244,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,537246,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,537248,Line(StartPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,537250,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,537508,Line(StartPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,537510,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,537512,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,537514,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,537516,Line(StartPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,537518,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,537776,Line(StartPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,537778,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,537780,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,537782,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,537784,Line(StartPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,537786,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,538044,Line(StartPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,538046,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,538048,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,538050,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 35000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,538052,Line(StartPoint = Point(X = 16500.000, Y = 5000.000, Z = 35000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 35000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
